recipe_name|item_url|rank|cooldown_timer|station|vendor|gold|ingredient_names
Fiery Beastmoon Plate|http://www.wizard101central.com/wiki/Item:Fiery_Beastmoon_Plate|None|000:04:00|Equipment Crafting Station|Actaeon|250 Lunari|[('50', 'Eldritch Thread'), ('10', 'Elemental Thread'), ('1', 'Simmering Beastmoon Plate')]
Fire Typhoon Robe|http://www.wizard101central.com/wiki/Item:Fire_Typhoon_Robe|Master Artisan|025:00:00|Dragonspyre Crafting Station|Todor Warchanter|1,875|[('6', 'Kraken'), ('12', 'Ruby'), ('4', 'Crystal Vial'), ('15', 'Leather Straps'), ('20', 'Parchment'), ('12', 'Fire Blossom'), ('25', 'Ore')]
Fire Valley Chiefs Garb|http://www.wizard101central.com/wiki/Item:Fire_Valley_Chief%27s_Garb|Legendary Artisan|036:40:00|Equipment Crafting Station|Koyate Ghostmane|7,042|[('12', 'Perfect Ruby'), ('7', 'Pristine Vial'), ('15', 'Fire Blossom'), ('14', 'Sunstone'), ('9', 'Bronze Gear'), ('7', 'Ectoplasm'), ('5', 'Scales')]
Firebleak Coat|http://www.wizard101central.com/wiki/Item:Firebleak_Coat|Apprentice Crafter|007:00:00|Basic Crafting Station|Ar'dath Bey|525|[('10', 'Ruby'), ('10', 'Onyx'), ('3', 'Simple Vial'), ('3', 'Leather Straps'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Firebloom Jerkin|http://www.wizard101central.com/wiki/Item:Firebloom_Jerkin|Apprentice Crafter|007:00:00|Basic Crafting Station|El'borak|525|[('10', 'Jade'), ('10', 'Ruby'), ('3', 'Simple Vial'), ('3', 'Ectoplasm'), ('4', 'Red Mandrake'), ('2', 'Parchment'), ('6', 'Mist Wood')]
Firedreamers Armor|http://www.wizard101central.com/wiki/Item:Firedreamer%27s_Armor|Grandmaster Artisan|030:00:00|Basic Crafting Station|Humphrey Thatcher|5,384|[('5', 'Phoenix'), ('6', 'Perfect Ruby'), ('5', 'Pristine Vial'), ('7', 'Golden Pearl'), ('14', 'Kelp'), ('16', 'Shell'), ('18', 'Spring')]
Firefrost Cloak|http://www.wizard101central.com/wiki/Item:Firefrost_Cloak|Apprentice Crafter|007:00:00|Basic Crafting Station|Ar'dath Bey|525|[('10', 'Ruby'), ('10', 'Sapphire'), ('3', 'Simple Vial'), ('3', 'Ectoplasm'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Fireleaf Clothing|http://www.wizard101central.com/wiki/Item:Fireleaf_Clothing|Adept Crafter|020:00:00|Equipment Crafting Station|Katsuko Mukai|1,500|[('6', 'Sunbird'), ('14', 'Jade'), ('3', 'Crystal Vial'), ('12', 'Leather Straps'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]
Firetide Overcoat|http://www.wizard101central.com/wiki/Item:Firetide_Overcoat|Apprentice Crafter|007:00:00|Basic Crafting Station|Harsan Bar'khour|525|[('10', 'Sapphire'), ('10', 'Amethyst'), ('3', 'Simple Vial'), ('3', 'Spider Silk'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Flamesign Robe|http://www.wizard101central.com/wiki/Item:Flamesign_Robe|Apprentice Crafter|007:00:00|Basic Crafting Station|Toth Amuun|525|[('10', 'Citrine'), ('10', 'Ruby'), ('3', 'Simple Vial'), ('3', 'Ectoplasm'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Flamesoul Cloak|http://www.wizard101central.com/wiki/Item:Flamesoul_Cloak|Adept Crafter|020:00:00|Equipment Crafting Station|Balthazar Dragonthorn|1,500|"[('6', ""Nature's Wrath""), ('14', 'Ruby'), ('3', 'Crystal Vial'), ('12', 'Ectoplasm'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]"
Flaming Cloak of the Tomb|http://www.wizard101central.com/wiki/Item:Flaming_Cloak_of_the_Tomb|Master Artisan|025:00:00|Dragonspyre Crafting Station|Nada Sunderblade|1,875|[('6', 'Vampire'), ('12', 'Ruby'), ('4', 'Crystal Vial'), ('15', 'Leather Straps'), ('20', 'Parchment'), ('12', 'Fire Blossom'), ('25', 'Ore')]
Flaming Robe of Fables|http://www.wizard101central.com/wiki/Item:Flaming_Robe_of_Fables|Master Artisan|025:00:00|Dragonspyre Crafting Station|Roanna Sorrowscale|1,875|[('6', 'Humongofrog'), ('12', 'Ruby'), ('4', 'Crystal Vial'), ('15', 'Leather Straps'), ('20', 'Parchment'), ('12', 'Fire Blossom'), ('25', 'Ore')]
Flarefrost Longcoat|http://www.wizard101central.com/wiki/Item:Flarefrost_Longcoat|Apprentice Crafter|007:00:00|Basic Crafting Station|Harsan Bar'khour|525|[('10', 'Sapphire'), ('10', 'Ruby'), ('3', 'Simple Vial'), ('3', 'Ectoplasm'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Floodfire Coat|http://www.wizard101central.com/wiki/Item:Floodfire_Coat|Apprentice Crafter|007:00:00|Basic Crafting Station|Samiir Naidu|525|[('10', 'Amethyst'), ('10', 'Ruby'), ('3', 'Simple Vial'), ('3', 'Ectoplasm'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Forest Hearth Tunic|http://www.wizard101central.com/wiki/Item:Forest_Hearth_Tunic|Legendary Artisan|036:40:00|Equipment Crafting Station|Lewelyn|8,607|[('13', 'Perfect Sapphire'), ('8', 'Pristine Vial'), ('15', 'Diamond'), ('14', 'Aquamarine'), ('12', 'Frost Flower'), ('10', 'Water Lily'), ('6', 'Sunstone'), ('5', 'Sandstone')]
Forgotten Fire Armor|http://www.wizard101central.com/wiki/Item:Forgotten_Fire_Armor|Grandmaster Artisan|030:00:00|Basic Crafting Station|Humphrey Thatcher|5,333|[('4', 'Skeletal Pirate'), ('6', 'Perfect Onyx'), ('5', 'Pristine Vial'), ('7', 'Aether'), ('12', 'Aquamarine'), ('16', 'Pearl'), ('20', 'Fossil')]
Forlorn Traders Jerkin|http://www.wizard101central.com/wiki/Item:Forlorn_Trader%27s_Jerkin|Promethean Crafter|036:40:00|Equipment Crafting Station|Kazidan the KeenEye|8,268|[('1', 'Deer Knight'), ('7', 'Astral Shard'), ('1', 'Mythblade'), ('1', 'Deathblade'), ('1', 'Spirit Blade'), ('1', 'Medusa'), ('4', 'Vengeance'), ('1', 'Loremaster')]
Frost Lightning Vestment|http://www.wizard101central.com/wiki/Item:Frost_Lightning_Vestment|Master Artisan|025:00:00|Dragonspyre Crafting Station|Todor Warchanter|1,875|[('6', 'Kraken'), ('12', 'Sapphire'), ('4', 'Crystal Vial'), ('15', 'Leather Straps'), ('20', 'Parchment'), ('12', 'Fire Blossom'), ('25', 'Ore')]
Frost-Tempered Vestment|http://www.wizard101central.com/wiki/Item:Frost-Tempered_Vestment|Promethean Crafter|036:40:00|Equipment Crafting Station|Kazidan the KeenEye|9,168|[('1', 'Handsome Fomori'), ('7', 'Astral Shard'), ('1', 'Deathblade'), ('1', 'Iceblade'), ('1', 'Tower Shield'), ('1', 'Virulence'), ('4', 'Fortify'), ('1', 'Loremaster')]
Frosted Jerkin of Legend|http://www.wizard101central.com/wiki/Item:Frosted_Jerkin_of_Legend|Adept Crafter|020:00:00|Equipment Crafting Station|Shan Hao|1,500|[('6', 'Cyclops'), ('14', 'Sapphire'), ('3', 'Crystal Vial'), ('12', 'Spider Silk'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]
Frostguard Cloak|http://www.wizard101central.com/wiki/Item:Frostguard_Cloak|Apprentice Crafter|007:00:00|Basic Crafting Station|Toth Amuun|525|[('10', 'Citrine'), ('10', 'Sapphire'), ('3', 'Simple Vial'), ('3', 'Spider Silk'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Frostleaf Outfit|http://www.wizard101central.com/wiki/Item:Frostleaf_Outfit|Apprentice Crafter|007:00:00|Basic Crafting Station|Harsan Bar'khour|525|[('10', 'Sapphire'), ('10', 'Jade'), ('3', 'Simple Vial'), ('3', 'Leather Straps'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Frostmourn Robe|http://www.wizard101central.com/wiki/Item:Frostmourn_Robe|Adept Crafter|020:00:00|Equipment Crafting Station|Yao Fan|1,500|[('6', 'Banshee'), ('14', 'Sapphire'), ('3', 'Crystal Vial'), ('12', 'Spider Silk'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]
Frostsage Longcoat|http://www.wizard101central.com/wiki/Item:Frostsage_Longcoat|Apprentice Crafter|007:00:00|Basic Crafting Station|Marid Au'dran|525|[('10', 'Peridot'), ('10', 'Sapphire'), ('3', 'Simple Vial'), ('3', 'Spider Silk'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Frostsoul Clothing|http://www.wizard101central.com/wiki/Item:Frostsoul_Clothing|Adept Crafter|020:00:00|Equipment Crafting Station|Hua Yung|1,500|[('6', 'Evil Snowman'), ('14', 'Jade'), ('3', 'Crystal Vial'), ('12', 'Leather Straps'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]
Frosty Coat of the Hearth|http://www.wizard101central.com/wiki/Item:Frosty_Coat_of_the_Hearth|Initiate Crafter|015:00:00|Equipment Crafting Station|Clarence Fogg|1,125|[('6', 'Snow Serpent'), ('10', 'Ruby'), ('6', 'Glass Vial'), ('7', 'Leather Straps'), ('8', 'Parchment'), ('4', 'Spring'), ('8', 'Deep Mushroom')]
Frosty Robe of Felicity|http://www.wizard101central.com/wiki/Item:Frosty_Robe_of_Felicity|Initiate Crafter|015:00:00|Equipment Crafting Station|Terrence Heath|1,125|[('6', 'Leprechaun'), ('10', 'Sapphire'), ('6', 'Glass Vial'), ('7', 'Leather Straps'), ('8', 'Parchment'), ('4', 'Spring'), ('8', 'Deep Mushroom')]
Frozen Armor of Harmony|http://www.wizard101central.com/wiki/Item:Frozen_Armor_of_Harmony|Grandmaster Artisan|030:00:00|Basic Crafting Station|Humphrey Thatcher|5,339|[('3', 'Colossus'), ('6', 'Perfect Sapphire'), ('5', 'Pristine Vial'), ('7', 'Aether'), ('12', 'Aquamarine'), ('18', 'Scales'), ('17', 'Spring')]
Frozen Opus Tunic|http://www.wizard101central.com/wiki/Item:Frozen_Opus_Tunic|Initiate Crafter|015:00:00|Equipment Crafting Station|Charlotte Wilkinson|1,125|[('6', 'Troll'), ('10', 'Sapphire'), ('6', 'Glass Vial'), ('7', 'Leather Straps'), ('8', 'Parchment'), ('4', 'Spring'), ('8', 'Deep Mushroom')]
Frozen Tale Robe|http://www.wizard101central.com/wiki/Item:Frozen_Tale_Robe|Grandmaster Artisan|030:00:00|Basic Crafting Station|Humphrey Thatcher|5,421|[('3', 'Colossus'), ('7', 'Perfect Sapphire'), ('6', 'Pristine Vial'), ('8', 'Golden Pearl'), ('15', 'Kelp'), ('18', 'Scales'), ('18', 'Spring')]
Garb of the Frozen Trader|http://www.wizard101central.com/wiki/Item:Garb_of_the_Frozen_Trader|Promethean Crafter|036:40:00|Equipment Crafting Station|Kazidan the KeenEye|9,245|[('1', 'Handsome Fomori'), ('7', 'Astral Shard'), ('1', 'Balanceblade'), ('1', 'Iceblade'), ('1', 'Tower Shield'), ('1', 'Chastisement'), ('4', 'Fortify'), ('1', 'Loremaster')]
Garb of the Hearty Trader|http://www.wizard101central.com/wiki/Item:Garb_of_the_Hearty_Trader|Promethean Crafter|036:40:00|Equipment Crafting Station|Kazidan the KeenEye|8,258|[('1', 'Goat Monk'), ('7', 'Astral Shard'), ('1', 'Balanceblade'), ('1', 'Lifeblade'), ('1', 'Spirit Blade'), ('1', 'Ra'), ('1', 'Mend'), ('1', 'Loremaster')]
Garb of the Jade Wing|http://www.wizard101central.com/wiki/Item:Garb_of_the_Jade_Wing|Transcendent Crafter|036:40:00|Equipment Crafting Station|Maguey Century Cat|7,980|[('1', 'Orthrus'), ('2', 'Unstoppable'), ('1', 'Cycle of Life'), ('10', 'Agave Leaves'), ('4', 'Agave Nectar'), ('4', 'Grendelweed'), ('15', 'Acorn'), ('6', 'Turquoise')]
Gentlewise Longcoat|http://www.wizard101central.com/wiki/Item:Gentlewise_Longcoat|Adept Crafter|020:00:00|Equipment Crafting Station|Suun Min|1,500|"[('6', ""Nature's Wrath""), ('14', 'Peridot'), ('3', 'Crystal Vial'), ('12', 'Leather Straps'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]"
Ghastly Beastmoon Plate|http://www.wizard101central.com/wiki/Item:Ghastly_Beastmoon_Plate|None|000:06:00|Equipment Crafting Station|Actaeon|750 Lunari|[('150', 'Eldritch Thread'), ('25', 'Spirit Thread'), ('5', 'Death Thread'), ('1', 'Deathly Beastmoon Plate')]
Ghastly Robe of Mystery|http://www.wizard101central.com/wiki/Item:Ghastly_Robe_of_Mystery|Adept Crafter|020:00:00|Equipment Crafting Station|Shan Hao|1,500|[('6', 'Cyclops'), ('14', 'Onyx'), ('3', 'Crystal Vial'), ('12', 'Leather Straps'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]
Glider Armor of Stability|http://www.wizard101central.com/wiki/Item:Glider_Armor_of_Stability|Promethean Crafter|036:40:00|Equipment Crafting Station|Kazidan the KeenEye|8,268|[('6', 'Diamond'), ('10', 'Astral Shard'), ('5', 'Sandstone'), ('10', 'Black Lotus'), ('20', 'Citrine'), ('5', 'Tower Shield'), ('2', 'Sabertooth'), ('2', 'Savage Paw')]
Gliders Starfall Armor|http://www.wizard101central.com/wiki/Item:Glider%27s_Starfall_Armor|Promethean Crafter|036:40:00|Equipment Crafting Station|Kazidan the KeenEye|8,150|[('6', 'Diamond'), ('10', 'Astral Shard'), ('5', 'Scrap Iron'), ('10', 'Black Lotus'), ('20', 'Amethyst'), ('5', 'Storm Shield'), ('2', 'Storm Owl'), ('2', 'Catalan')]
Glimmering Coat of Neutrality|http://www.wizard101central.com/wiki/Item:Glimmering_Coat_of_Neutrality|Initiate Crafter|015:00:00|Equipment Crafting Station|Nigel Gladstone|1,125|[('6', 'Fire Elf'), ('10', 'Citrine'), ('6', 'Glass Vial'), ('7', 'Bronze Gear'), ('8', 'Parchment'), ('4', 'Spring'), ('8', 'Deep Mushroom')]
Gloomchill Tunic|http://www.wizard101central.com/wiki/Item:Gloomchill_Tunic|Apprentice Crafter|007:00:00|Basic Crafting Station|Zam'fir|525|[('10', 'Onyx'), ('10', 'Sapphire'), ('3', 'Simple Vial'), ('3', 'Spider Silk'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Gloomsaga Vestment|http://www.wizard101central.com/wiki/Item:Gloomsaga_Vestment|Apprentice Crafter|007:00:00|Basic Crafting Station|Marid Au'dran|525|[('10', 'Peridot'), ('10', 'Onyx'), ('3', 'Simple Vial'), ('3', 'Leather Straps'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Gloomwarden Vestment|http://www.wizard101central.com/wiki/Item:Gloomwarden_Vestment|Adept Crafter|020:00:00|Equipment Crafting Station|Yao Fan|1,500|[('6', 'Banshee'), ('14', 'Citrine'), ('3', 'Crystal Vial'), ('12', 'Bone'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]
Glowmuse Uniform|http://www.wizard101central.com/wiki/Item:Glowmuse_Uniform|Apprentice Crafter|007:00:00|Basic Crafting Station|Ar'dath Bey|525|[('10', 'Ruby'), ('10', 'Peridot'), ('3', 'Simple Vial'), ('3', 'Bronze Gear'), ('4', 'Red Mandrake'), ('2', 'Ancient Scroll'), ('6', 'Mist Wood')]
Great Adventurers Epic Coat|http://www.wizard101central.com/wiki/Item:Great_Adventurer%27s_Epic_Coat|Legendary Artisan|036:40:00|Equipment Crafting Station|Koyate Ghostmane|6,730|[('11', 'Perfect Peridot'), ('6', 'Pristine Vial'), ('12', 'Aether'), ('11', 'Golden Pearl'), ('10', 'Bronze Gear'), ('7', 'Pearl'), ('5', 'Bone')]
Great Lionfriends Jacket|http://www.wizard101central.com/wiki/Item:Great_Lionfriend%27s_Jacket|Legendary Artisan|036:40:00|Equipment Crafting Station|Koyate Ghostmane|7,037|[('12', 'Perfect Jade'), ('7', 'Pristine Vial'), ('14', 'Ancient Scroll'), ('12', 'Blood Moss'), ('10', 'Red Mandrake'), ('9', 'Kelp'), ('5', 'Fish Fin')]
Grimblaze Vestment|http://www.wizard101central.com/wiki/Item:Grimblaze_Vestment|Adept Crafter|000:20:00|Equipment Crafting Station|Katsuko Mukai|1,500|[('6', 'Sunbird'), ('14', 'Onyx'), ('3', 'Crystal Vial'), ('12', 'Leather Straps'), ('15', 'Frost Flower'), ('8', 'Black Pearl'), ('20', 'Stone Block')]
 Layer Taco|http://www.wizard101central.com/wiki/Snack:7_Layer_Taco|Novice Crafter|000:12:00|Basic Crafting Station|Shazz'am|750|[('5', 'Ore'), ('1', 'Simple Vial'), ('3', 'Black Coal')]
AmbrOs Cereal|http://www.wizard101central.com/wiki/Snack:AmbrOs_Cereal|Initiate Crafter|002:10:00|Basic Crafting Station|Jackie Whisperflame|1,200|[('1', 'Troll'), ('1', 'Glass Vial'), ('3', 'Shadow Oil')]
Baby Carrot|http://www.wizard101central.com/wiki/Snack:Baby_Carrot|Initiate Crafter|002:10:00|Basic Crafting Station|Doctor Purreau|1,200|[('1', 'Blood Bat'), ('1', 'Glass Vial'), ('10', 'Hatch Pepper')]
Bad Honeyed Dates|http://www.wizard101central.com/wiki/Snack:Bad_Honeyed_Dates|Master Artisan|000:52:00|Basic Crafting Station|Shazz'am|2,000|[('4', 'Krokomummy'), ('5', 'Archer Fish'), ('5', 'Perfect Sapphire')]
Bone Fish N Harmony|http://www.wizard101central.com/wiki/Snack:Bone_Fish_%27N_Harmony|Apprentice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|750|[('3', 'Earthquake'), ('1', 'Bone Fish'), ('4', 'Scales')]
Captain Canteloupe|http://www.wizard101central.com/wiki/Snack:Captain_Canteloupe|Master Artisan|000:52:00|Basic Crafting Station|Clarence Cavendish|2,000|[('5', 'Skeletal Pirate'), ('1', 'Sturgeon General'), ('4', 'Pristine Vial')]
Caramel Corn|http://www.wizard101central.com/wiki/Snack:Caramel_Corn|Master Artisan|000:52:00|Basic Crafting Station|Desmond Fanshawe|2,000|[('3', 'Mend'), ('6', 'Brain Sturgeon'), ('5', 'Perfect Peridot')]
Catfish Stevens|http://www.wizard101central.com/wiki/Snack:Catfish_Stevens|Novice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|600|[('2', 'Fire Cat'), ('1', 'Bearded Trout'), ('4', 'Red Mandrake')]
Cherry Pie|http://www.wizard101central.com/wiki/Snack:Cherry_Pie|Novice Crafter|000:01:00|Basic Crafting Station|Jackie Whisperflame|600|[('5', 'Mist Wood'), ('1', 'Simple Vial'), ('2', 'Amethyst')]
Cherry Tomato|http://www.wizard101central.com/wiki/Snack:Cherry_Tomato|Master Artisan|000:52:00|Basic Crafting Station|Jackie Whisperflame|2,000|"[('5', ""Nature's Wrath""), ('1', 'Bubba Fish'), ('5', 'Pristine Vial')]"
Chili Cheese Fries|http://www.wizard101central.com/wiki/Snack:Chili_Cheese_Fries|Novice Crafter|000:12:00|Basic Crafting Station|Shazz'am|750|[('5', 'Cat Tail'), ('2', 'Simple Vial'), ('1', 'Black Coal')]
Chocolate Cake|http://www.wizard101central.com/wiki/Snack:Chocolate_Cake|Novice Crafter|000:12:00|Basic Crafting Station|Shazz'am|750|[('2', 'Bone'), ('1', 'Simple Vial'), ('3', 'Black Coal')]
Chocolate Donut|http://www.wizard101central.com/wiki/Snack:Chocolate_Donut|Novice Crafter|000:12:00|Basic Crafting Station|Shazz'am|750|[('2', 'Leather Straps'), ('1', 'Simple Vial'), ('2', 'Amethyst')]
Chocolate Moousse|http://www.wizard101central.com/wiki/Snack:Chocolate_Moousse|Initiate Crafter|002:10:00|Basic Crafting Station|Doctor Purreau|1,200|[('1', 'Imp'), ('1', 'Glass Vial'), ('10', 'Hatch Pepper')]
Crab Apples|http://www.wizard101central.com/wiki/Snack:Crab_Apples|Initiate Crafter|002:10:00|Basic Crafting Station|Doctor Purreau|1,200|[('1', 'Dark Sprite'), ('1', 'Glass Vial'), ('10', 'Hatch Pepper')]
Crab Knight Cakes|http://www.wizard101central.com/wiki/Snack:Crab_Knight_Cakes|Master Artisan|000:52:00|Basic Crafting Station|Clarence Cavendish|2,000|[('4', 'Draw Health'), ('5', 'Cuddlefish'), ('5', 'Perfect Amethyst')]
Crab Louie|http://www.wizard101central.com/wiki/Snack:Crab_Louie|Apprentice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|900|[('3', 'Scorpion'), ('1', 'Dragon Eel'), ('7', 'Scales')]
Crackle Jacks Cereal|http://www.wizard101central.com/wiki/Snack:Crackle_Jacks_Cereal|Initiate Crafter|002:10:00|Basic Crafting Station|Hamund Vittlecrafter|1,200|[('1', 'Lightning Bats'), ('1', 'Glass Vial'), ('3', 'Shadow Oil')]
Cubby Broccoli|http://www.wizard101central.com/wiki/Snack:Cubby_Broccoli|Master Artisan|000:52:00|Basic Crafting Station|Desmond Fanshawe|2,000|[('3', 'Sap Health'), ('6', 'Todd Pole'), ('5', 'Perfect Jade')]
Dagwood Sandwich|http://www.wizard101central.com/wiki/Snack:Dagwood_Sandwich|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('2', 'Blood Bat'), ('1', 'Glass Vial'), ('4', 'Shadow Oil')]
Double Donut|http://www.wizard101central.com/wiki/Snack:Double_Donut|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('2', 'Ghoul'), ('1', 'Glass Vial'), ('16', 'Black Coal')]
Draconionions|http://www.wizard101central.com/wiki/Snack:Draconionions|Initiate Crafter|002:10:00|Basic Crafting Station|Doctor Purreau|1,200|[('1', 'Fire Cat'), ('1', 'Glass Vial'), ('10', 'Hatch Pepper')]
Dragonhorned Melon|http://www.wizard101central.com/wiki/Snack:Dragonhorned_Melon|Initiate Crafter|002:10:00|Basic Crafting Station|Doctor Purreau|1,200|[('1', 'Frost Beetle'), ('1', 'Glass Vial'), ('10', 'Hatch Pepper')]
Fairy Cake|http://www.wizard101central.com/wiki/Snack:Fairy_Cake|Apprentice Crafter|000:30:00|Basic Crafting Station|Desmond Fanshawe|900|[('1', 'Imp'), ('1', 'Glass Vial'), ('1', 'Black Coal')]
Fish Taco|http://www.wizard101central.com/wiki/Snack:Fish_Taco|Apprentice Crafter|002:10:00|Basic Crafting Station|Frode Silverscale|750|[('3', 'Ice Trap'), ('1', 'Catfish'), ('4', 'Scales')]
Fortified Grilled Cheese|http://www.wizard101central.com/wiki/Snack:Fortified_Grilled_Cheese||:(|Basic Crafting Station|This is dumb beastmoon or something|The wiki makes me sad but still ty to whoever contributes|[('2', 'Fortified Bread'), ('1', 'Fortified Cheese')]
French Fries|http://www.wizard101central.com/wiki/Snack:French_Fries|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('2', 'Troll'), ('1', 'Glass Vial'), ('5', 'Amethyst')]
Fresh Asparagus Spears|http://www.wizard101central.com/wiki/Snack:Fresh_Asparagus_Spears|Initiate Crafter|002:10:00|Basic Crafting Station|Doctor Purreau|1,200|[('1', 'Scarab'), ('1', 'Glass Vial'), ('10', 'Hatch Pepper')]
Frosted Drakes Cereal|http://www.wizard101central.com/wiki/Snack:Frosted_Drakes_Cereal|Initiate Crafter|002:10:00|Basic Crafting Station|Darina Bloodflame|1,200|[('1', 'Frost Beetle'), ('1', 'Glass Vial'), ('11', 'Black Coal')]
Fruit and Nut Bar|http://www.wizard101central.com/wiki/Snack:Fruit_and_Nut_Bar|Master Artisan|000:52:00|Basic Crafting Station|Yachi|2,000|[('2', 'Mend'), ('7', 'Strawberry Jellyfish'), ('5', 'Perfect Citrine')]
Funnel Cake|http://www.wizard101central.com/wiki/Snack:Funnel_Cake|Novice Crafter|000:01:00|Basic Crafting Station|Jackie Whisperflame|600|[('5', 'Stone Block'), ('1', 'Simple Vial'), ('2', 'Black Coal')]
Golden Biscuit|http://www.wizard101central.com/wiki/Snack:Golden_Biscuit|Apprentice Crafter|000:30:00|Basic Crafting Station|Desmond Fanshawe|900|[('1', 'Leprechaun'), ('2', 'Simple Vial'), ('3', 'Shadow Oil')]
Golden Candy Bar|http://www.wizard101central.com/wiki/Snack:Golden_Candy_Bar|Apprentice Crafter|000:30:00|Basic Crafting Station|Desmond Fanshawe|900|[('1', 'Imp'), ('1', 'Glass Vial'), ('1', 'Black Coal')]
Golden Wheat Bread|http://www.wizard101central.com/wiki/Snack:Golden_Wheat_Bread|Master Artisan|000:52:00|Basic Crafting Station|Shazz'am|2,000|[('5', 'Keen Eyes'), ('1', 'Blackberry Jellyfish'), ('4', 'Pristine Vial')]
Gourmet Yogurt|http://www.wizard101central.com/wiki/Snack:Gourmet_Yogurt|Apprentice Crafter|000:52:00|Basic Crafting Station|Clarence Cavendish|1,050|[('2', 'Troll'), ('16', 'Black Coal'), ('1', 'Glass Vial')]
Honey Tombs Cereal|http://www.wizard101central.com/wiki/Snack:Honey_Tombs_Cereal|Initiate Crafter|002:10:00|Basic Crafting Station|Darina Bloodflame|1,200|[('1', 'Scorpion'), ('1', 'Glass Vial'), ('4', 'Amethyst')]
Huge Ice Cream|http://www.wizard101central.com/wiki/Snack:Huge_Ice_Cream|Apprentice Crafter|000:30:00|Basic Crafting Station|Desmond Fanshawe|900|[('1', 'Ghoul'), ('2', 'Simple Vial'), ('4', 'Amethyst')]
Ice Cream|http://www.wizard101central.com/wiki/Snack:Ice_Cream|Novice Crafter|000:01:00|Basic Crafting Station|Jackie Whisperflame|600|[('5', 'Deep Mushroom'), ('1', 'Simple Vial'), ('1', 'Amethyst')]
Killer Kumquat|http://www.wizard101central.com/wiki/Snack:Killer_Kumquat|Master Artisan|000:52:00|Basic Crafting Station|Yachi|2,000|[('3', 'Draw Power'), ('6', 'Ninja Fish'), ('5', 'Perfect Peridot')]
Killer Kumquat (Purreau)|http://www.wizard101central.com/wiki/Snack:Killer_Kumquat|Initiate Crafter|002:10:00|Basic Crafting Station|Doctor Purreau|1,200|[('1', 'Lightning Bats'), ('1', 'Glass Vial'), ('10', 'Hatch Pepper')]
Large Ice Cream|http://www.wizard101central.com/wiki/Snack:Large_Ice_Cream|Novice Crafter|000:12:00|Basic Crafting Station|Shazz'am|750|[('2', 'Ectoplasm'), ('1', 'Simple Vial'), ('4', 'Black Coal')]
Muscle Sprouts|http://www.wizard101central.com/wiki/Snack:Muscle_Sprouts|Master Artisan|000:52:00|Basic Crafting Station|Frode Silverscale|2,000|[('4', 'Drain Health'), ('5', 'Mullet Fish'), ('5', 'Perfect Onyx')]
Mystic Dragon Fruit|http://www.wizard101central.com/wiki/Snack:Mystic_Dragon_Fruit|Master Artisan|000:52:00|Basic Crafting Station|Darina Bloodflame|2,000|[('5', 'Fire Bats'), ('1', 'Polar Bear Acuda'), ('5', 'Pristine Vial')]
Nutty Candy Bar|http://www.wizard101central.com/wiki/Snack:Nutty_Candy_Bar|Novice Crafter|000:12:00|Basic Crafting Station|Shazz'am|750|[('2', 'Bronze Gear'), ('1', 'Simple Vial'), ('1', 'Shadow Oil')]
